date,dp,dy,ep,de,rvol,bm,ntis,tbl,lty,ltr,tms,dfy,dfr,infl
2010-09-30,-3.932875079099645,-3.8310426239001556,-2.7651158376539726,-1.1677592414456726,0.0083906248,0.3843057828,0.0032391646,0.0015,0.0341,0.0563754186,0.0326,0.011299999999999998,-0.006605285999999995,0.0021746611
2010-12-31,-4.013350585608876,-3.916193977163323,-2.788651650765824,-1.2246989348430524,0.00365008,0.3581003169,0.0125735064,0.0014,0.0414,-0.0820959556,0.04,0.010799999999999997,0.052684759000000005,0.0033876734
2011-03-31,-4.035734025465327,-3.982932295851603,-2.7915249471788766,-1.2442090782864503,0.004276058,0.3542699394,0.0124542545,0.001,0.0429,-0.0091163671,0.0419,0.009000000000000001,-0.0024627347,0.0195639181
2011-06-30,-3.9937095752144396,-3.997631786048845,-2.756603765567897,-1.2371058096465424,0.0038654815,0.3515700392,0.0117181203,0.0004,0.0404,0.0372021445,0.04,0.007600000000000003,-0.0090424133,0.0100909754
2011-09-30,-3.805139018080491,-3.959782004677822,-2.5655505527973936,-1.2395884652830973,0.0279686936,0.399922847,0.0130924463,0.0001,0.0265,0.2117330899,0.0264,0.011799999999999998,-0.07763286590000001,0.0051700765
2011-12-30,-3.8626498899186408,-3.756918228210585,-2.6716271808746503,-1.1910227090439904,0.0178444887,0.3572325407,-0.0064950914,0.0001,0.0248,0.0205627024,0.0247,0.013199999999999996,0.002744084000000001,-0.0053638563
2012-03-30,-3.941433075768606,-3.82813420960848,-2.7668048605310736,-1.1746282152375325,0.0024271486,0.3461819674,-0.0137731185,0.0008,0.029,-0.0490179216,0.028200000000000003,0.012400000000000001,0.043164621,0.0164841008
2012-06-29,-3.8732586852868693,-3.9066910190095494,-2.740399644017023,-1.1328590412698465,0.0065608843,0.3551038851,-0.0198201448,0.0009,0.0225,0.0927633838,0.021599999999999998,0.0138,-0.025613617800000002,0.0003749041
2012-09-28,-3.885427095727564,-3.82939048770027,-2.8127191482018485,-1.0727079475257155,0.0033246741,0.3403829538,-0.0181530818,0.0011,0.0226,0.0028731522,0.0215,0.013499999999999998,0.0352109192,0.0084060346
2012-12-31,-3.8208384603561845,-3.830940190565567,-2.802501817738017,-1.0183366426181673,0.0038638886,0.3490324432,-0.0122580261,0.0007,0.0241,-0.0074823528,0.0234,0.009800000000000003,0.0124233278,-0.0078044312
2013-03-28,-3.8890850495871354,-3.7935320398763177,-2.8843929422629806,-1.0046921073241548,0.0026340346,0.3461299966,-0.009549838,0.0009,0.0284,-0.0282409734,0.0275,0.0092,0.004190007400000001,0.0138152708
2013-06-28,-3.8771403711435743,-3.853778987272775,-2.8713663205477857,-1.0057740505957886,0.0049459307,0.338444358,0.0001455983,0.0005,0.0329,-0.0551945078,0.0324,0.0092,-0.0017129614999999987,0.0031403986
2013-09-30,-3.889298429404341,-3.843503388822684,-2.8802480400603327,-1.0090503893440084,0.0020747441,0.3335214846,0.010143778,0.0002,0.0342,-0.0191162163,0.034,0.008300000000000002,0.0161872242,0.0027622653
2013-12-31,-3.9669345744899545,-3.8723518021591623,-2.9148858497736025,-1.052048724716352,0.0028283148,0.3044081256,0.012168529,0.0007,0.0367,-0.0315722669,0.036000000000000004,0.007600000000000003,0.0440932706,-0.0046978633
2014-03-31,-3.9451119639648295,-3.9322217379116644,-2.9213100000773107,-1.0238019638875189,0.0034261958,0.3506160657,0.0164630726,0.0005,0.0331,0.0692999348,0.0326,0.0068000000000000005,-0.012331027100000003,0.0139198194
2014-06-30,-3.9596545383352004,-3.9137817105340074,-2.9449237336477925,-1.014730804687408,0.0021998559,0.3429284585,0.0139312308,0.0004,0.0307,0.0438887275,0.0303,0.005499999999999998,-0.006717725899999999,0.0086756696
2014-09-30,-3.9364222204440082,-3.930288729548712,-2.9238889187701522,-1.012533301673856,0.0022163315,0.3385761813,0.008024088,0.0002,0.0295,0.0250825544,0.0293,0.006900000000000003,-0.015129229799999998,-0.0013090378
