date,GSPC,lag_GSPC_1,lead_GSPC_1,rfr,lag_rfr_1,lag_date_1,lead_date_1
1996-02-29,640.4299926757812,636.02001953125,645.5,4.880000114440918,4.909999847412109,1996-01-31,1996-03-29
1996-03-29,645.5,640.4299926757812,654.1699829101562,5.0,4.880000114440918,1996-02-29,1996-04-30
1996-04-30,654.1699829101562,645.5,669.1199951171875,5.010000228881836,5.0,1996-03-29,1996-05-31
1996-05-31,669.1199951171875,654.1699829101562,670.6300048828125,5.039999961853027,5.010000228881836,1996-04-30,1996-06-28
1996-06-28,670.6300048828125,669.1199951171875,639.9500122070312,5.03000020980835,5.039999961853027,1996-05-31,1996-07-31
1996-07-31,639.9500122070312,670.6300048828125,651.989990234375,5.179999828338623,5.03000020980835,1996-06-28,1996-08-30
1996-08-30,651.989990234375,639.9500122070312,687.3300170898438,5.139999866485596,5.179999828338623,1996-07-31,1996-09-30
1996-09-30,687.3300170898438,651.989990234375,705.27001953125,4.909999847412109,5.139999866485596,1996-08-30,1996-10-31
1996-10-31,705.27001953125,687.3300170898438,757.02001953125,5.010000228881836,4.909999847412109,1996-09-30,1996-11-29
1996-11-29,757.02001953125,705.27001953125,740.739990234375,4.989999771118164,5.010000228881836,1996-10-31,1996-12-31
1996-12-31,740.739990234375,757.02001953125,786.1599731445312,5.050000190734863,4.989999771118164,1996-11-29,1997-01-31
1997-01-31,786.1599731445312,740.739990234375,790.8200073242188,5.010000228881836,5.050000190734863,1996-12-31,1997-02-28
1997-02-28,790.8200073242188,786.1599731445312,757.1199951171875,5.070000171661377,5.010000228881836,1997-01-31,1997-03-31
1997-03-31,757.1199951171875,790.8200073242188,801.3400268554688,5.170000076293945,5.070000171661377,1997-02-28,1997-04-30
1997-04-30,801.3400268554688,757.1199951171875,848.280029296875,5.099999904632568,5.170000076293945,1997-03-31,1997-05-30
1997-05-30,848.280029296875,801.3400268554688,885.1400146484375,4.820000171661377,5.099999904632568,1997-04-30,1997-06-30
1997-06-30,885.1400146484375,848.280029296875,954.3099975585938,5.050000190734863,4.820000171661377,1997-05-30,1997-07-31
1997-07-31,954.3099975585938,885.1400146484375,899.469970703125,5.099999904632568,5.050000190734863,1997-06-30,1997-08-29
1997-08-29,899.469970703125,954.3099975585938,947.280029296875,5.090000152587891,5.099999904632568,1997-07-31,1997-09-30
1997-09-30,947.280029296875,899.469970703125,914.6199951171875,4.96999979019165,5.090000152587891,1997-08-29,1997-10-31
1997-10-31,914.6199951171875,947.280029296875,955.4000244140625,5.059999942779541,4.96999979019165,1997-09-30,1997-11-28
1997-11-28,955.4000244140625,914.6199951171875,970.4299926757812,5.059999942779541,5.059999942779541,1997-10-31,1997-12-31
1997-12-31,970.4299926757812,955.4000244140625,980.280029296875,5.199999809265137,5.059999942779541,1997-11-28,1998-01-30
1998-01-30,980.280029296875,970.4299926757812,1049.339965820312,5.039999961853027,5.199999809265137,1997-12-31,1998-02-27
1998-02-27,1049.339965820312,980.280029296875,1101.75,5.179999828338623,5.039999961853027,1998-01-30,1998-03-31
1998-03-31,1101.75,1049.339965820312,1111.75,4.989999771118164,5.179999828338623,1998-02-27,1998-04-30
1998-04-30,1111.75,1101.75,1090.819946289062,4.849999904632568,4.989999771118164,1998-03-31,1998-05-29
1998-05-29,1090.819946289062,1111.75,1133.839965820312,4.889999866485596,4.849999904632568,1998-04-30,1998-06-30
1998-06-30,1133.839965820312,1090.819946289062,1120.670043945312,4.96999979019165,4.889999866485596,1998-05-29,1998-07-31
1998-07-31,1120.670043945312,1133.839965820312,957.280029296875,4.949999809265137,4.96999979019165,1998-06-30,1998-08-31
1998-08-31,957.280029296875,1120.670043945312,1017.010009765625,4.760000228881836,4.949999809265137,1998-07-31,1998-09-30
1998-09-30,1017.010009765625,957.280029296875,1098.670043945312,4.25,4.760000228881836,1998-08-31,1998-10-30
1998-10-30,1098.670043945312,1017.010009765625,1163.630004882812,4.210000038146973,4.25,1998-09-30,1998-11-30
1998-11-30,1163.630004882812,1098.670043945312,1229.22998046875,4.420000076293945,4.210000038146973,1998-10-30,1998-12-31
1998-12-31,1229.22998046875,1163.630004882812,1279.640014648438,4.349999904632568,4.420000076293945,1998-11-30,1999-01-29
1999-01-29,1279.640014648438,1229.22998046875,1238.329956054688,4.360000133514404,4.349999904632568,1998-12-31,1999-02-26
1999-02-26,1238.329956054688,1279.640014648438,1286.369995117188,4.550000190734863,4.360000133514404,1999-01-29,1999-03-31
1999-03-31,1286.369995117188,1238.329956054688,1335.180053710938,4.360000133514404,4.550000190734863,1999-02-26,1999-04-30
1999-04-30,1335.180053710938,1286.369995117188,1301.839965820312,4.429999828338623,4.360000133514404,1999-03-31,1999-05-28
1999-05-28,1301.839965820312,1335.180053710938,1372.7099609375,4.510000228881836,4.429999828338623,1999-04-30,1999-06-30
1999-06-30,1372.7099609375,1301.839965820312,1328.719970703125,4.670000076293945,4.510000228881836,1999-05-28,1999-07-30
1999-07-30,1328.719970703125,1372.7099609375,1320.410034179688,4.619999885559082,4.670000076293945,1999-06-30,1999-08-31
1999-08-31,1320.410034179688,1328.719970703125,1282.7099609375,4.849999904632568,4.619999885559082,1999-07-30,1999-09-30
1999-09-30,1282.7099609375,1320.410034179688,1362.930053710938,4.710000038146973,4.849999904632568,1999-08-31,1999-10-29
